title,url,platform,score,genre,editors_choice,release_year
Machines,/games/machines/pc-9948,PC,7.2,Strategy,N,1999
Falcon 4.0,/games/falcon-40/pc-3300,PC,8.4,Simulation,Y,1999
Rollcage,/games/rollcage/pc-11495,PC,5.2,Racing,N,1999
NHL Blades of Steel '99,/games/blades-of-steel-99/n64-10077,Nintendo 64,5.1,Sports,N,1999
All-Star Baseball 2000,/games/all-star-baseball-2000/n64-1907,Nintendo 64,9,Sports,N,1999
High Heat Baseball 2000,/games/high-heat-baseball-2000/pc-11036,PC,9,Sports,Y,1999
Charlie Blast's Territory,/games/charlie-blasts-territory/n64-4010,Nintendo 64,6.9,Puzzle,N,1999
Imperialism II: The Age of Exploration,/games/imperialism-ii-the-age-of-exploration/pc-11488,PC,8.4,Strategy,N,1999
Bust-A-Move 99,/games/bust-a-move-3-dx/ps-11069,PlayStation,7,Puzzle,N,1999
Carmageddon 2: Carpocalypse Now,/games/carmageddon-2-carpocalypse-now/pc-3892,PC,7,Racing,N,1999
Pro 18: World Tour Golf,/games/pro-18-world-tour-golf/ps-10445,PlayStation,3,Sports,N,1999
Sports Car GT,/games/sports-car-gt/ps-3726,PlayStation,4,Racing,N,1999
Fighter Squadron: Screamin' Demons Over Europe,/games/fighter-squadron-screamin-demons-over-europe/pc-3128,PC,7.2,Simulation,N,1999
Starsiege,/games/starsiege/pc-4011,PC,7.7,Simulation,N,1999
MLB 2000,/games/mlb-2000/ps-10926,PlayStation,8.9,Sports,N,1999
Bust-A-Move '99,/games/bust-a-move/n64-9937,Nintendo 64,8.2,Puzzle,N,1999
Rampage 2: Universal Tour,/games/rampage-2-universal-tour/n64-10513,Nintendo 64,5.3,Action,N,1999
Rampage 2: Universal Tour,/games/rampage-2-universal-tour/ps-10528,PlayStation,5.2,Action,N,1999
Army Men II,/games/army-men-ii/pc-10210,PC,4.4,Action,N,1999
T'ai Fu: Wrath of the Tiger,/games/tai-fu-wrath-of-the-tiger/ps-10160,PlayStation,7.5,Action,N,1999
Recoil,/games/recoil/pc-3717,PC,8.3,Action,N,1999
RollerCoaster Tycoon,/games/rollercoaster-tycoon/pc-10759,PC,8.5,Simulation,Y,1999
Motorhead [1998],/games/motorhead/pc-3566,PC,6,Racing,N,1999
Grand Theft Auto: London 1969,/games/grand-theft-auto-london-1969/ps-11460,PlayStation,7.5,Action,N,1999
Interplay Sports Baseball 2000,/games/interplay-sports-baseball-2000/pc-11635,PC,5,Sports,N,1999
Street Fighter Alpha 3,/games/street-fighter-alpha-3/ps-10362,PlayStation,9.3,Fighting,Y,1999
Ken Griffey Jr.'s Slugfest,/games/ken-griffey-jrs-slugfest/n64-10764,Nintendo 64,7.9,Sports,N,1999
Point Blank 2,/games/point-blank-2/ps-10800,PlayStation,8.5,Shooter,Y,1999
Tank Racer,/games/tank-racer/pc-11251,PC,5.2,Racing,N,1999
Ehrgeiz: God Bless the Ring,/games/ehrgeiz/ps-10902,PlayStation,7.5,Fighting,N,1999
R4: Ridge Racer Type 4,/games/r4-ridge-racer-type-4/ps-10354,PlayStation,9.4,Racing,Y,1999
Extreme Rodeo,/games/extreme-rodeo/pc-11608,PC,2,Sports,N,1999
Extreme Bullrider,/games/extreme-bullrider/pc-11609,PC,1.5,Sports,N,1999
Pokemon Stadium 2 [Japanese Version],/games/pokemon-stadium-2-jp/n64-11758,Nintendo 64,8.1,Battle,N,1999
Apache Havoc: Enemy Engaged,/games/apache-havoc-enemy-engaged/pc-10372,PC,7.1,Simulation,N,1999
Microsoft Baseball 2000,/games/microsoft-baseball-2000-142164/pc-11549,PC,7,Sports,N,1999
NBA In the Zone '99,/games/nba-in-the-zone-99/ps-10559,PlayStation,8.3,Sports,N,1999
Hello Kitty's Cube Frenzy,/games/hello-kittys-cube-frenzy/ps-11554,PlayStation,6.5,Puzzle,N,1999
Chameleon Twist 2,/games/chameleon-twist-2/n64-3868,Nintendo 64,6.1,Platformer,N,1999
Super Smash Bros.,/games/super-smash-bros/n64-10494,Nintendo 64,8.5,Fighting,Y,1999
Requiem: Avenging Angel,/games/requiem-avenging-angel/pc-10211,PC,6.7,Action,N,1999
Commandos: Beyond the Call of Duty,/games/commandos-beyond-the-call-of-duty/pc-11528,PC,7.9,Strategy,N,1999
3 Xtreme,/games/3-xtreme/ps-10928,PlayStation,3,Sports,N,1999
Bottom of the 9th,/games/bottom-of-the-9th/n64-10069,Nintendo 64,6.2,Sports,N,1999
Civilization: Call to Power,/games/civilization-call-to-power/pc-3999,PC,4.8,Strategy,N,1999
Reah,/games/reah/pc-11098,PC,5,"Puzzle, Adventure",N,1999
Dead in the Water,/games/dead-in-the-water/ps-3893,PlayStation,6.5,Action,N,1999
Pac-Land,/games/pac-land/lynx-5869,Lynx,7,Platformer,N,1999
MechWarrior 3,/games/mechwarrior-3/pc-3116,PC,9.1,Simulation,Y,1999
Star Trek: The Next Generation: Birth of the Federation,/games/star-trek-the-next-generation-birth-of-the-federation/pc-10395,PC,5.5,Strategy,N,1999
Bloody Roar II: The New Breed,/games/bloody-roar-ii-the-new-breed/ps-10750,PlayStation,8.8,Fighting,Y,1999
Sports Car GT,/games/sports-car-gt/pc-11888,PC,7.3,Racing,N,1999
Grand Theft Auto: London 1969,/games/grand-theft-auto-london-1969/pc-11252,PC,7.8,Action,N,1999
Quake II,/games/jake2/n64-3821,Nintendo 64,8.2,Shooter,N,1999
Bugs Bunny: Lost in Time,/games/bugs-bunny-lost-in-time/ps-10546,PlayStation,7.8,Action,N,1999
Fighting Force 64,/games/fighting-force/n64-3774,Nintendo 64,6.4,Action,N,1999
Austin Powers Operation: Trivia,/games/austin-powers-operation-trivia/pc-11883,PC,8,Puzzle,N,1999
Superman [1999],/games/superman-1999/n64-1957,Nintendo 64,3.4,Action,N,1999
A Bug's Life,/games/a-bugs-life/n64-11211,Nintendo 64,6.8,Platformer,N,1999
Castrol Honda Superbike Racing,/games/castrol-honda-superbike-racing/ps-11787,PlayStation,4,Racing,N,1999
Centipede [1999],/games/centipede-1999/ps-3983,PlayStation,5.5,Shooter,N,1999
Star Wars: Episode I: The Phantom Menace,/games/star-wars-episode-i-the-phantom-menace/pc-11411,PC,6.2,Adventure,N,1999
Star Wars: Episode I: Racer,/games/star-wars-episode-i-racer/pc-11398,PC,8,Racing,N,1999
Alexi Lalas International Soccer,/games/alexi-lalas-international-soccer/ps-11538,PlayStation,5.5,Sports,N,1999
Awesome Golf,/games/awesome-golf/lynx-5854,Lynx,9,Sports,N,1999
Baseball Heroes,/games/baseball-heroes/lynx-4131,Lynx,8,Sports,N,1999
Basketbrawl,/games/basketbrawl/lynx-5855,Lynx,4,"Sports, Action",N,1999
Warzone 2100,/games/warzone-2100/ps-10813,PlayStation,7.5,Strategy,N,1999
Batman Returns,/games/batman-returns/lynx-5856,Lynx,8,Platformer,N,1999
A.P.B.,/games/apb/lynx-5847,Lynx,8.5,Action,N,1999
Command & Conquer (1999),/games/command-and-conquer/n64-1947,Nintendo 64,7.6,Strategy,N,1999
Heavy Gear II,/games/heavy-gear-ii/pc-3820,PC,8.4,Simulation,N,1999
The Next Tetris,/games/the-next-tetris/ps-11164,PlayStation,8.8,Puzzle,Y,1999
Extreme Watersports,/games/extreme-watersports/pc-11834,PC,1,Sports,N,1999
Magic & Mayhem,/games/magic-mayhem/pc-11185,PC,7.3,Strategy,N,1999
Apollo 18: The Moon Missions,/games/apollo-18-the-moon-missions/pc-11805,PC,4.2,Simulation,N,1999
High Heat Baseball 2000,/games/high-heat-baseball-2000/ps-11553,PlayStation,4.5,Sports,N,1999
Star Wars: Episode I: Racer,/games/star-wars-episode-i-racer/n64-10490,Nintendo 64,7.2,Racing,N,1999
Yoot Tower,/games/yoot-tower/pc-11789,PC,7.8,Strategy,N,1999
Need for Speed: High Stakes,/games/need-for-speed-high-stakes/pc-11562,PC,7.5,Racing,N,1999
Unreal Mission Pack: Return to Na Pali,/games/unreal-mission-pack-return-to-na-pali/pc-11653,PC,8,Action,N,1999
Golf,/games/golf/gb-4116,Game Boy,9,Sports,N,1999
Vegas Stakes,/games/vegas-stakes/gb-11994,Game Boy,7,Simulation,N,1999
Ape Escape,/games/ape-escape/ps-11105,PlayStation,9.5,Platformer,Y,1999
Pokemon Blue Version,/games/pokemon-blue-version/gb-16708,Game Boy,10,RPG,Y,1999
Harvest Moon,/games/harvest-moon-gb/gb-10181,Game Boy,8,Simulation,N,1999
Pokemon Red Version,/games/pokemon-red-version/gb-9846,Game Boy,10,RPG,Y,1999
James Bond 007 [1998],/games/james-bond-007-1998/gb-9461,Game Boy,7,Action,N,1999
F-16 Aggressor,/games/f-16-aggressor/pc-9920,PC,7.3,Simulation,N,1999
Gruntz,/games/gruntz/pc-11560,PC,6,Puzzle,N,1999
Boss Rally,/games/boss-rally/pc-4004,PC,7.3,Racing,N,1999
Motorhead [1998],/games/motorhead/pc-3566,PC,6,Racing,N,1999
Might and Magic VII: For Blood and Honor,/games/might-and-magic-vii-for-blood-and-honor/pc-10208,PC,7.7,RPG,N,1999
Championship Pool,/games/championship-pool/gb-12000,Game Boy,4,Sports,N,1999
Fighter Maker,/games/fighter-maker/ps-3775,PlayStation,8,Fighting,N,1999
Star Ocean: The Second Story,/games/star-ocean-the-second-story/ps-4057,PlayStation,8.8,"Action, RPG",N,1999
Jeff Gordon XS Racing,/games/jeff-gordon-xs-racing/pc-10649,PC,7,Racing,N,1999
F-1 Race,/games/f-1-race/gb-4111,Game Boy,7,Racing,N,1999
Boggle Plus,/games/boggle-plus/gb-11982,Game Boy,6,Puzzle,N,1999
Bomberman GB (Japan),/games/bomberman-gb-japan/gb-9831,Game Boy,8,Action,N,1999
Ultimate 8 Ball,/games/ultimate-8-ball/ps-11230,PlayStation,8,Sports,N,1999
Klax,/games/klax/gbc-11523,Game Boy Color,8,Puzzle,N,1999
Dracula the Undead,/games/dracula-the-undead/lynx-5849,Lynx,7,Adventure,N,1999
Hydra,/games/hydra/lynx-4143,Lynx,8,Action,N,1999
Hard Drivin',/games/hard-drivin/lynx-4142,Lynx,6,Racing,N,1999
Xybots,/games/xybots/lynx-4134,Lynx,8,Action,N,1999
Steel Talons,/games/steel-talons/lynx-4159,Lynx,9,"Flight, Action",N,1999
Turbo Sub,/games/turbo-sub/lynx-4166,Lynx,7,Action,N,1999
World Driver Championship,/games/world-driver-championship/n64-10079,Nintendo 64,8.8,Racing,Y,1999
Pitfall: Beyond the Jungle,/games/pitfall-3d/gbc-10899,Game Boy Color,3,Platformer,N,1999
Mole Mania,/games/mole-mania/gb-11937,Game Boy,8,Puzzle,N,1999
Game & Watch Gallery,/games/game-watch-gallery/gb-9245,Game Boy,8,Compilation,N,1999
Fleet Command,/games/fleet-command/pc-11936,PC,6.8,Strategy,N,1999
Monkey Hero,/games/monkey-hero/ps-3797,PlayStation,3,Action,N,1999
Kirby's Pinball Land,/games/kirbys-pinball-land/gb-5965,Game Boy,8,Pinball,N,1999
Descent 3,/games/descent-3/pc-3554,PC,9,Shooter,Y,1999
Total Annihilation: Kingdoms,/games/total-annihilation-kingdoms/pc-10307,PC,6.9,Strategy,N,1999
California Games,/games/california-games/lynx-5859,Lynx,6,Sports,N,1999
Bubble Trouble,/games/bubble-trouble/lynx-4135,Lynx,7,Action,N,1999
Gauntlet: The Third Encounter,/games/gauntlet-the-third-encounter/lynx-5865,Lynx,5.5,Action,N,1999
Fidelity Ultimate Chess Challenge,/games/fidelity-ultimate-chess-challenge/lynx-4140,Lynx,7,Board,N,1999
BattleWheels,/games/battlewheels/lynx-5857,Lynx,9,Action,N,1999
Blockout,/games/blockout/lynx-4133,Lynx,8,Strategy,N,1999
Metroid II: Return of Samus,/games/metroid-ii-return-of-samus/gb-9335,Game Boy,9,"Action, Adventure",N,1999
The Smurfs' Nightmare,/games/the-smurfs-nightmare/gbc-11930,Game Boy Color,8,Platformer,N,1999
Lunar: Silver Star Story Complete (Four Disc Collector's Edition),/games/lunar-silver-star-harmony/ps-17,PlayStation,7.5,RPG,N,1999
Legend of the River King,/games/legend-of-the-river-king-925324/gb-10467,Game Boy,7,RPG,N,1999
Midtown Madness,/games/midtown-madness/pc-11322,PC,8.4,Racing,Y,1999
Top Gear Rally,/games/top-gear-rally/gbc-11143,Game Boy Color,7,Racing,N,1999
Aliens vs. Predator [1999],/games/aliens-vs-predator-1999/pc-3952,PC,8,Shooter,N,1999
Extreme Boards & Blades,/games/extreme-boards-blades/pc-11833,PC,1.5,Sports,N,1999
Shadowgate 64: Trials of the Four Towers,/games/shadowgate-64-trials-of-the-four-towers/n64-3871,Nintendo 64,6.2,Adventure,N,1999
Rampage,/games/rampage/lynx-5873,Lynx,9,Action,N,1999
Robotron: 2084,/games/robotron-2084/lynx-4147,Lynx,8,Action,N,1999
Klax,/games/klax/lynx-5851,Lynx,9,Puzzle,N,1999
Super Asteroids & Missile Command,/games/bundle-super-asteroids-and-missile-command/lynx-4161,Lynx,5,Action,N,1999
Dirty Larry: Renegade Cop,/games/dirty-larry-renegade-cop/lynx-4137,Lynx,5,Action,N,1999
Hockey,/games/hockey/lynx-5867,Lynx,7,Sports,N,1999
Warbirds,/games/warbirds-140576/lynx-4167,Lynx,9,Strategy,N,1999
Todd's Adventures in Slime World,/games/todds-adventures-in-slime-world/lynx-5877,Lynx,7,Action,N,1999
Toki,/games/toki/lynx-5879,Lynx,7,Platformer,N,1999
Monaco Grand Prix Racing Simulation 2,/games/monaco-grand-prix-racing-simulation-2/pc-11913,PC,7.2,Racing,N,1999
Turok 2: Seeds of Evil,/games/turok-2-seeds-of-evil/gbc-10734,Game Boy Color,5,Action,N,1999
Shadow Madness,/games/shadow-madness-142592/ps-2296,PlayStation,7,RPG,N,1999
Desert Strike,/games/desert-strike/lynx-5862,Lynx,8,Action,N,1999
Crystal Mines II,/games/crystal-mines-ii/lynx-5861,Lynx,7,Puzzle,N,1999
Worms Armageddon,/games/worms-armageddon/pc-11326,PC,8.6,Strategy,Y,1999
Gordo 106,/games/gordo-106/lynx-4141,Lynx,5,Platformer,N,1999
Electrocop,/games/electrocop-884184/lynx-5864,Lynx,7,Action,N,1999
European Soccer Challenge,/games/european-soccer-challenge/lynx-4139,Lynx,8,Sports,N,1999
Hyperdrome,/games/hyperdrome/lynx-12164,Lynx,6,Sports,N,1999
Joust,/games/defenderjoust/lynx-4146,Lynx,10,Action,N,1999
Dinolympics,/games/dinolympics/lynx-5863,Lynx,7,Puzzle,N,1999
Chip's Challenge,/games/chips-challenge/lynx-5860,Lynx,8,Puzzle,N,1999
Ninja Gaiden,/games/ninja-gaiden-arcade/lynx-4152,Lynx,7,Action,N,1999
Power Factor,/games/power-factor/lynx-5870,Lynx,7,Action,N,1999
Rampart,/games/rampart/lynx-5872,Lynx,8,Strategy,N,1999
S.T.U.N. Runner,/games/stun-runner/lynx-4160,Lynx,9,Racing,N,1999
Robo-Squash,/games/robo-squash/lynx-4157,Lynx,7,Sports,N,1999
Shadow of the Beast [1989],/games/shadow-of-the-beast/lynx-5852,Lynx,7,"Action, Platformer",N,1999
Shanghai,/games/shanghai-809520/lynx-5876,Lynx,10,Puzzle,N,1999
Zarlor Mercenary,/games/zarlor-mercenary/lynx-5881,Lynx,9,Shooter,N,1999
Starshot: Space Circus Fever,/games/starshot-space-circus-fever/n64-1953,Nintendo 64,5.2,Action,N,1999
Ishido: The Way of the Stones,/games/ishido/lynx-4144,Lynx,8,Strategy,N,1999
Krazy Ace Miniature Golf,/games/krazy-ace-miniature-golf/lynx-4148,Lynx,6,Sports,N,1999
Bill & Ted's Excellent Adventure,/games/bill-teds-excellent-adventure/lynx-5848,Lynx,8,Action,N,1999
S.I.M.I.S.,/games/simis/lynx-12176,Lynx,9,Action,N,1999
Super Off Road,/games/ivan-ironman-stewarts-super-off-road/lynx-4162,Lynx,5,Racing,N,1999
T-Tris,/games/t-tris/lynx-4164,Lynx,4,Puzzle,N,1999
Ninja Gaiden III: The Ancient Ship of Doom,/games/ninja-gaiden-iii-the-ancient-ship-of-doom/lynx-4153,Lynx,8,Action,N,1999
Kingpin: Life of Crime,/games/kingpin-life-of-crime/pc-10506,PC,8.3,Action,N,1999
Monaco Grand Prix,/games/monaco-grand-prix/ps-10447,PlayStation,8.2,Racing,N,1999
Switchblade 2,/games/switchblade-2/lynx-5878,Lynx,5,Platformer,N,1999
Kung Food,/games/kung-food/lynx-4149,Lynx,6,Fighting,N,1999
Lemmings,/games/lemmings/lynx-5866,Lynx,9,Puzzle,N,1999
Fat Bobby,/games/fat-bobby/lynx-6723,Lynx,6,Platformer,N,1999
Double Dragon,/games/double-dragon/lynx-4138,Lynx,5,Fighting,N,1999
Tarzan,/games/disneys-collectors-edition-2002/ps-11563,PlayStation,7.7,Action,N,1999
Jimmy Connors Tennis,/games/jimmy-connors-tennis/lynx-4145,Lynx,8,Sports,N,1999
Dracula the Undead,/games/dracula-the-undead/lynx-5849,Lynx,7,Adventure,N,1999
Hard Drivin',/games/hard-drivin/lynx-4142,Lynx,6,Racing,N,1999
Paperboy,/games/paperboy/lynx-4154,Lynx,7,Action,N,1999
Pit-Fighter,/games/pit-fighter/lynx-4156,Lynx,5,Fighting,N,1999
Viking Child,/games/viking-child/lynx-5880,Lynx,7,Action,N,1999
Rugrats: Scavenger Hunt,/games/rugrats-scavenger-hunt/n64-3876,Nintendo 64,3.7,Platformer,N,1999
Malibu Bikini Volleyball,/games/malibu-bikini-volleyball/lynx-4150,Lynx,7,Sports,N,1999
NFL Football,/games/nfl-football-141985/lynx-4151,Lynx,4,Sports,N,1999
Qix,/games/qix/lynx-5871,Lynx,7,"Puzzle, Action",N,1999
Ms. Pac-Man,/games/ms-pac-man/lynx-5868,Lynx,8,Action,N,1999
Scrapyard Dog,/games/scrapyard-dog/lynx-4158,Lynx,8,Platformer,N,1999
Neo Cherry Master Color,/games/neo-cherry-master-color/ngpc-11061,NeoGeo Pocket Color,4,Casino,N,1999
Rugrats: The Movie,/games/rugrats-the-movie/gbc-11858,Game Boy Color,5,Platformer,N,1999
PGA Championship Golf 1999 Edition,/games/pga-championship-golf-1999-edition/pc-12125,PC,7.6,Sports,N,1999
Resident Evil 2 [1998],/games/resident-evil-2/gcom-11169,Game.Com,3,"Action, Adventure",N,1999
Fatal Fury: First Contact,/games/fatal-fury-first-contact/ngpc-11933,NeoGeo Pocket Color,7,Fighting,N,1999
Neo Dragon's Wild,/games/neo-dragons-wild/ngpc-12123,NeoGeo Pocket Color,4,Simulation,N,1999
Steel Talons,/games/steel-talons/lynx-4159,Lynx,9,"Flight, Action",N,1999
Xenophobe,/games/xenophobe-811082/lynx-5853,Lynx,8,Action,N,1999
World Class Soccer,/games/world-class-soccer/lynx-4168,Lynx,5,Sports,N,1999
Raiden,/games/raiden/lynx-6724,Lynx,7,Shooter,N,1999
RoadBlasters,/games/roadblasters/lynx-5874,Lynx,9,Action,N,1999
Rygar,/games/rygar/lynx-5875,Lynx,7,Action,N,1999
Tournament Cyberball 2072,/games/tournament-cyberball-2072/lynx-4165,Lynx,6,"Sports, Action",N,1999
Pinball Jam,/games/pinball-jam/lynx-4155,Lynx,8,Pinball,N,1999
Battlezone 2000,/games/battlezone-2000/lynx-4132,Lynx,8,Action,N,1999
Checkered Flag,/games/checkered-flag/lynx-4136,Lynx,10,Racing,N,1999
Ultimate 8 Ball,/games/ultimate-8-ball/pc-11447,PC,7.4,Sports,N,1999
Fighting Steel,/games/fighting-steel/pc-12098,PC,7,Strategy,N,1999
Links Extreme,/games/links-extreme/pc-11548,PC,5.3,Sports,N,1999
V-Rally Edition '99,/games/v-rally-edition-99/gbc-11626,Game Boy Color,8,Racing,N,1999
Tarzan,/games/disneys-collectors-edition-2002/gbc-12026,Game Boy Color,8,Platformer,N,1999
Pro 18: World Tour Golf,/games/pro-18-world-tour-golf/pc-10173,PC,5.3,Sports,N,1999
Men In Black: The Series,/games/men-in-black-the-series/gbc-10812,Game Boy Color,3,Action,N,1999
Populous: The Beginning,/games/populous-the-beginning/ps-11446,PlayStation,7,Strategy,N,1999
Looney Tunes: Twouble,/games/looney-tunes-twouble/gbc-10871,Game Boy Color,5,Action,N,1999
Gates of Zendocon,/games/gates-of-zendocon/lynx-5850,Lynx,7,Action,N,1999
Bust-A-Move 4,/games/bust-a-move-4/gbc-11916,Game Boy Color,7,Puzzle,N,1999
Bugs Bunny Crazy Castle 3,/games/bugs-bunny-crazy-castle-3/gbc-11155,Game Boy Color,6,Puzzle,N,1999
Dungeon Keeper II,/games/dungeon-keeper-ii/pc-9944,PC,8.9,Strategy,Y,1999
Driver,/games/driver/ps-266,PlayStation,9.7,"Racing, Action",Y,1999
F-22 Lightning 3,/games/f-22-lightning-3/pc-11884,PC,8.4,"Flight, Simulation",N,1999
Official Formula 1 Racing,/games/official-formula-1-racing/pc-12094,PC,5,Racing,N,1999
Jade Cocoon: Story of the Tamamayu,/games/jade-cocoon-story-of-the-tamamayu/ps-10945,PlayStation,8.1,RPG,N,1999
In-Fisherman Bass Hunter 64,/games/in-fisherman-bass-hunter-64/n64-2312,Nintendo 64,7.6,Hunting,N,1999
Monster Truck Madness 64,/games/monster-truck-madness-64/n64-3908,Nintendo 64,7.1,Racing,N,1999
Evil Zone,/games/evil-zone/ps-11480,PlayStation,4,Fighting,N,1999
Mario Golf,/games/mario-golf/n64-10628,Nintendo 64,8.3,"Sports, Action",N,1999
NFL Xtreme 2,/games/nfl-xtreme-2/ps-11802,PlayStation,6.3,"Sports, Action",N,1999
Pokemon Snap,/games/pokemon-snap/n64-2335,Nintendo 64,7.8,Action,N,1999
Croc 2,/games/croc-2/ps-9922,PlayStation,7.5,Platformer,N,1999
Atari Arcade Hits 1,/games/atari-arcade-hits-1/pc-12302,PC,8.6,Action,N,1999
Super Mario Bros. Deluxe,/games/super-mario-bros-deluxe/gbc-11703,Game Boy Color,10,Platformer,Y,1999
Neo Mystery Bonus,/games/neo-mystery-bonus/ngpc-11054,NeoGeo Pocket Color,4,Casino,N,1999
Prince of Persia [1999],/games/prince-of-persia-1989/gbc-12259,Game Boy Color,8,Action,N,1999
Samurai Shodown 2! Pocket Fighting Series,/games/samurai-shodown-2-pocket-fighting-series/ngpc-12019,NeoGeo Pocket Color,9,Fighting,N,1999
Bleem!,/games/bleem/ps-12258,PlayStation,5.5,Other,N,1999
Ring: The Legend of the Nibelungen,/games/ring-the-legend-of-the-nibelungen/pc-12166,PC,2.7,Adventure,N,1999
Baseball Stars Color,/games/baseball-stars-color/ngpc-12261,NeoGeo Pocket Color,7,Sports,N,1999
NHL Blades of Steel,/games/blades-of-steel-99/gbc-12018,Game Boy Color,7,Sports,N,1999
Jeopardy! [1998],/games/jeopardy-1998-14280352/gcom-9309,Game.Com,6,Puzzle,N,1999
Bleem!,/games/bleem/pc-12072,PC,5.5,Other,N,1999
Bust-A-Move Pocket,/games/bust-a-move-deluxe/ngpc-12122,NeoGeo Pocket Color,8,Puzzle,N,1999
Looney Tunes: Carrot Crazy,/games/looney-tunes-carrot-crazy/gbc-11483,Game Boy Color,8,Platformer,N,1999
Mortal Kombat 4,/games/mortal-kombat-4/gbc-5478,Game Boy Color,4,Fighting,N,1999
Metal Slug: First Mission,/games/metal-slug-first-mission/ngpc-11050,NeoGeo Pocket Color,9,Action,Y,1999
The King of Fighters R-2,/games/the-king-of-fighters-r-2/ngpc-11046,NeoGeo Pocket Color,9,Fighting,N,1999
Paperboy,/games/paperboy/gbc-12017,Game Boy Color,4,Action,N,1999
Force 21,/games/force-21/pc-11030,PC,7.8,Strategy,N,1999
NFL Blitz 2000,/games/nfl-blitz-2000/ps-11506,PlayStation,8.6,"Sports, Action",N,1999
Joust / Defender,/games/joust-defender/gbc-11442,Game Boy Color,9,Action,N,1999
Pokemon Pinball,/games/pokemon-pinball/gbc-11803,Game Boy Color,8,Pinball,N,1999
Man of War II: Chains of Command,/games/man-of-war-ii-chains-of-command/pc-12697,PC,5.7,Strategy,N,1999
Animaniacs: A Gigantic Adventure,/games/animaniacs-a-gigantic-adventure/pc-12696,PC,3.5,Action,N,1999
KO,/games/ko/pc-13018,PC,4.3,Sports,N,1999
Soulcalibur,/games/soulcalibur/dc-10953,Dreamcast,10,Fighting,Y,1999
NASCAR 2000,/games/nascar-2000/n64-11673,Nintendo 64,6.5,Racing,N,1999
Legacy of Kain: Soul Reaver,/games/legacy-of-kain-soul-reaver/pc-11337,PC,9.2,Adventure,Y,1999
Biomotor Unitron,/games/biomotor-unitron/ngpc-13017,NeoGeo Pocket Color,7,RPG,N,1999
The Legend of Zelda: Link's Awakening DX,/games/the-legend-of-zelda-links-awakening/gbc-10683,Game Boy Color,10,"Action, Adventure",Y,1999
Darkstone,/games/darkstone/pc-10549,PC,9,RPG,Y,1999
Sid Meier's Civilization II: Test of Time,/games/sid-meiers-civilization-chronicles/pc-11481,PC,7.8,Strategy,N,1999
Tarzan Untamed,/games/tarzan-untamed/pc-12657,PC,7.3,Action,N,1999
Pocket Tennis Color,/games/pocket-tennis-color/ngpc-10531,NeoGeo Pocket Color,8,Sports,N,1999
Starshot: Space Circus Fever,/games/starshot-space-circus-fever/pc-12672,PC,6.5,Action,N,1999
Hidden & Dangerous,/games/hidden-dangerous/pc-11207,PC,7.6,Action,N,1999
The Operational Art of War II: Modern Battles 1956-2000,/games/the-operational-art-of-war-ii-modern-battles-1956-2000/pc-12999,PC,8.6,Strategy,N,1999
Mob Rule,/games/mob-rule/pc-12030,PC,5.2,Strategy,N,1999
Neo Turf Masters,/games/neo-turf-masters/ngpc-7912,NeoGeo Pocket Color,7,Sports,N,1999
All Star Tennis '99,/games/all-star-tennis-99/n64-10076,Nintendo 64,7,Sports,N,1999
Missile Command [1980],/games/missile-command-arcade/gbc-12992,Game Boy Color,6,Action,N,1999
Extreme Mountain Biking,/games/extreme-mountain-biking/pc-12991,PC,3.5,Sports,N,1999
Madden NFL 2000,/games/madden-nfl-2000/pc-12871,PC,8,Sports,N,1999
R/C Stunt Copter,/games/rc-stunt-copter/ps-10451,PlayStation,8.8,Simulation,N,1999
LEGO Racers,/games/lego-racers/pc-11173,PC,6.1,Racing,N,1999
R-Type Delta,/games/r-type-delta/ps-11221,PlayStation,8.3,Action,N,1999
Clans,/games/clans/pc-11147,PC,5.3,RPG,N,1999
NFL Quarterback Club 2000,/games/nfl-quarterback-club-2000/n64-10824,Nintendo 64,6,Sports,N,1999
Revelations: The Demon Slayer,/games/revelations-the-demon-slayer-141870/gbc-12193,Game Boy Color,7,RPG,N,1999
Shadow Man,/games/shadow-man/pc-10207,PC,8,Action,N,1999
Klustar,/games/klustar/gbc-12856,Game Boy Color,6,Puzzle,N,1999
Crush Roller,/games/crush-roller/ngpc-12675,NeoGeo Pocket Color,8,Action,N,1999
Star Trek: Starfleet Command,/games/star-trek-starfleet-command/pc-11035,PC,8.3,Strategy,N,1999
NIRA Intense Import Drag Racing,/games/nira-intense-import-drag-racing-142886/pc-12667,PC,7,Racing,N,1999
WWII GI,/games/wwii-gi/pc-12577,PC,3.2,Action,N,1999
WWF Attitude,/games/wwf-attitude/ps-11232,PlayStation,8.3,Wrestling,N,1999
TNN Motorsports Hardcore Heat,/games/tnn-motorsports-hardcore-heat/dc-12081,Dreamcast,6,Racing,N,1999
Trickstyle,/games/trickstyle-810604/dc-11333,Dreamcast,8.8,Racing,N,1999
Expendable,/games/expendable/dc-11946,Dreamcast,7.3,Action,N,1999
Mortal Kombat Gold,/games/mortal-kombat-gold/dc-10950,Dreamcast,6.3,Fighting,N,1999
Blue Stinger,/games/blue-stinger-167932/dc-10200,Dreamcast,8.4,Action,N,1999
The House of the Dead 2,/games/the-house-of-the-dead-2/dc-10956,Dreamcast,8.7,Shooter,N,1999
Final Fantasy VIII,/games/final-fantasy-viii/ps-3847,PlayStation,9,RPG,Y,1999
